"set","plate","well","tp","sheet","od_wave","od","substrate","sample","evolved","population"
"set_1","11","G_1","T5","Sheet1",600,0.06,"d-cellobiose","31","without_community","wt-2"
"set_1","11","D_4","T4","Sheet1",600,0.851,"l-serine","31","without_community","wt-2"
"set_1","11","F_4","T4","Sheet1",600,0.189,"glycyl-l-glutamic acid","31","without_community","wt-2"
"set_1","11","B_1","T6","Sheet1",600,0.934,"pyruvic acid methyl ester","31","without_community","wt-2"
"set_1","11","A_4","T1","Sheet1",600,0.053,"l-arginine","31","without_community","wt-2"
"set_1","11","B_1","T5","Sheet1",600,0.783,"pyruvic acid methyl ester","31","without_community","wt-2"
"set_1","11","A_2","T4","Sheet1",590,0.065,"beta-methyl-d-glucoside","31","without_community","wt-2"
"set_1","11","D_2","T5","Sheet1",590,1.059,"d-mannitol","31","without_community","wt-2"
"set_1","11","G_1","T5","Sheet1",590,0.06,"d-cellobiose","31","without_community","wt-2"
"set_1","11","C_3","T1","Sheet1",600,0.042,"2-hydroxy benzoic acis","31","without_community","wt-2"
"set_1","11","D_4","T1","Sheet1",600,0.055,"l-serine","31","without_community","wt-2"
"set_1","11","D_3","T6","Sheet1",590,1.22,"4-hydroxy benzoic acid","31","without_community","wt-2"
"set_1","11","F_1","T5","Sheet1",590,0.079,"glycogen","31","without_community","wt-2"
"set_1","11","A_4","T5","Sheet1",590,0.711,"l-arginine","31","without_community","wt-2"
"set_1","11","F_1","T6","Sheet1",590,0.071,"glycogen","31","without_community","wt-2"
"set_1","11","B_4","T5","Sheet1",590,1.941,"l-asparagine","31","without_community","wt-2"
"set_1","11","A_1","T4","Sheet1",600,0.067,"water","31","without_community","wt-2"
"set_1","11","D_2","T4","Sheet1",600,1.008,"d-mannitol","31","without_community","wt-2"
"set_1","11","B_2","T4","Sheet1",590,0.465,"d-xylose","31","without_community","wt-2"
"set_1","12","E_1","T6","Sheet1",590,0.096,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","G_2","T5","Sheet1",590,0.073,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","H_4","T4","Sheet1",600,0.374,"putrescine","34","without_community","wt-3"
"set_1","12","E_1","T6","Sheet1",600,0.096,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","E_1","T1","Sheet1",600,0.161,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","E_4","T4","Sheet1",590,0.07,"l-threonine","34","without_community","wt-3"
"set_1","12","E_4","T1","Sheet1",600,0.055,"l-threonine","34","without_community","wt-3"
"set_1","12","C_1","T6","Sheet1",600,0.114,"tween 40","34","without_community","wt-3"
"set_1","12","F_1","T6","Sheet1",590,0.093,"glycogen","34","without_community","wt-3"
"set_1","12","D_1","T5","Sheet1",600,0.193,"tween 80","34","without_community","wt-3"
"set_1","12","A_3","T4","Sheet1",590,1.31,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","E_3","T4","Sheet1",590,1.109,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","C_1","T4","Sheet1",600,0.11,"tween 40","34","without_community","wt-3"
"set_1","12","C_4","T4","Sheet1",600,0.066,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","B_4","T6","Sheet1",600,2.256,"l-asparagine","34","without_community","wt-3"
"set_1","12","G_3","T5","Sheet1",590,0.119,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","B_2","T4","Sheet1",590,0.503,"d-xylose","34","without_community","wt-3"
"set_1","12","G_4","T5","Sheet1",600,0.053,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","B_4","T4","Sheet1",600,1.863,"l-asparagine","34","without_community","wt-3"
"set_1","12","D_1","T4","Sheet1",590,0.2,"tween 80","34","without_community","wt-3"
"set_1","12","C_4","T4","Sheet1",590,0.067,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","A_2","T6","Sheet1",590,0.055,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","H_2","T5","Sheet1",600,0.471,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","E_2","T4","Sheet1",590,0.587,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","G_4","T6","Sheet1",590,0.047,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","H_1","T2","Sheet1",600,0.068,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","D_3","T5","Sheet1",600,0.72,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","C_2","T1","Sheet1",600,0.057,"i-erythritol","34","without_community","wt-3"
"set_1","12","B_1","T5","Sheet1",590,0.86,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","B_1","T6","Sheet1",590,1.2,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","F_2","T4","Sheet1",590,0.715,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","B_1","T4","Sheet1",590,0.806,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","H_2","T6","Sheet1",600,0.415,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","E_2","T5","Sheet1",590,0.65,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","B_3","T6","Sheet1",590,2.344,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","D_3","T2","Sheet1",600,0.374,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","E_3","T2","Sheet1",600,0.407,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","G_1","T6","Sheet1",600,0.111,"d-cellobiose","34","without_community","wt-3"
"set_1","12","G_4","T5","Sheet1",590,0.053,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","E_3","T1","Sheet1",600,0.055,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","E_4","T4","Sheet1",600,0.069,"l-threonine","34","without_community","wt-3"
"set_1","12","F_3","T6","Sheet1",590,0.926,"itaconic acid","34","without_community","wt-3"
"set_1","12","F_2","T5","Sheet1",590,0.778,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","A_2","T4","Sheet1",590,0.064,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","D_2","T6","Sheet1",600,1.292,"d-mannitol","34","without_community","wt-3"
"set_1","12","G_4","T4","Sheet1",600,0.054,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","F_1","T2","Sheet1",600,0.093,"glycogen","34","without_community","wt-3"
"set_1","12","D_4","T4","Sheet1",600,0.811,"l-serine","34","without_community","wt-3"
"set_1","12","C_4","T6","Sheet1",590,0.051,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","H_2","T1","Sheet1",600,0.074,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","E_2","T6","Sheet1",600,0.599,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","F_4","T2","Sheet1",600,0.085,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","D_3","T5","Sheet1",590,0.778,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","B_2","T6","Sheet1",600,0.65,"d-xylose","34","without_community","wt-3"
"set_1","12","F_3","T4","Sheet1",600,0.691,"itaconic acid","34","without_community","wt-3"
"set_1","12","B_4","T2","Sheet1",600,0.962,"l-asparagine","34","without_community","wt-3"
"set_1","12","F_1","T4","Sheet1",600,0.094,"glycogen","34","without_community","wt-3"
"set_1","12","E_2","T5","Sheet1",600,0.554,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","E_3","T6","Sheet1",590,1.735,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","H_3","T6","Sheet1",600,0.113,"d-malic-acid","34","without_community","wt-3"
"set_1","12","H_2","T4","Sheet1",600,0.469,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","F_4","T4","Sheet1",600,0.223,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","C_1","T5","Sheet1",590,0.115,"tween 40","34","without_community","wt-3"
"set_1","12","E_3","T5","Sheet1",600,1.199,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","D_2","T5","Sheet1",600,1.013,"d-mannitol","34","without_community","wt-3"
"set_1","12","C_2","T6","Sheet1",590,0.047,"i-erythritol","34","without_community","wt-3"
"set_1","12","H_4","T2","Sheet1",600,0.07,"putrescine","34","without_community","wt-3"
"set_1","12","A_4","T3","Sheet1",600,0.472,"l-arginine","34","without_community","wt-3"
"set_1","12","G_3","T6","Sheet1",600,0.114,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","C_3","T4","Sheet1",590,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","D_3","T4","Sheet1",590,0.779,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","H_3","T1","Sheet1",600,0.061,"d-malic-acid","34","without_community","wt-3"
"set_1","12","F_4","T5","Sheet1",590,0.273,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","D_1","T5","Sheet1",590,0.204,"tween 80","34","without_community","wt-3"
"set_1","12","A_2","T4","Sheet1",600,0.065,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","A_4","T2","Sheet1",600,0.296,"l-arginine","34","without_community","wt-3"
"set_1","12","B_3","T4","Sheet1",600,1.97,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","F_1","T3","Sheet1",600,0.095,"glycogen","34","without_community","wt-3"
"set_1","12","G_4","T1","Sheet1",600,0.051,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","F_4","T4","Sheet1",590,0.229,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","B_1","T1","Sheet1",600,0.066,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","G_1","T4","Sheet1",590,0.137,"d-cellobiose","34","without_community","wt-3"
"set_1","12","C_3","T6","Sheet1",600,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","F_2","T1","Sheet1",600,0.06,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","C_3","T1","Sheet1",600,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","F_1","T6","Sheet1",600,0.092,"glycogen","34","without_community","wt-3"
"set_1","12","E_1","T4","Sheet1",590,0.116,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","C_3","T5","Sheet1",600,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","E_1","T3","Sheet1",600,0.115,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","G_3","T6","Sheet1",590,0.116,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","A_4","T6","Sheet1",590,0.98,"l-arginine","34","without_community","wt-3"
"set_1","12","G_1","T4","Sheet1",600,0.136,"d-cellobiose","34","without_community","wt-3"
"set_1","12","E_4","T6","Sheet1",600,0.059,"l-threonine","34","without_community","wt-3"
"set_1","12","C_2","T6","Sheet1",600,0.047,"i-erythritol","34","without_community","wt-3"
"set_1","12","G_1","T6","Sheet1",590,0.113,"d-cellobiose","34","without_community","wt-3"
"set_1","12","C_4","T1","Sheet1",600,0.079,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","D_3","T3","Sheet1",600,0.483,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","A_1","T1","Sheet1",600,0.067,"water","34","without_community","wt-3"
"set_1","12","H_3","T4","Sheet1",590,0.097,"d-malic-acid","34","without_community","wt-3"
"set_1","12","H_4","T4","Sheet1",590,0.396,"putrescine","34","without_community","wt-3"
"set_1","12","E_2","T3","Sheet1",600,0.256,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","F_3","T6","Sheet1",600,0.883,"itaconic acid","34","without_community","wt-3"
"set_1","12","G_2","T4","Sheet1",590,0.077,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","H_1","T4","Sheet1",600,0.068,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","B_3","T2","Sheet1",600,0.958,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","C_1","T6","Sheet1",590,0.118,"tween 40","34","without_community","wt-3"
"set_1","12","A_2","T2","Sheet1",600,0.066,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","C_1","T2","Sheet1",600,0.105,"tween 40","34","without_community","wt-3"
"set_1","12","H_1","T3","Sheet1",600,0.064,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","C_3","T2","Sheet1",600,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","B_4","T5","Sheet1",590,2.111,"l-asparagine","34","without_community","wt-3"
"set_1","12","G_2","T1","Sheet1",600,0.087,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","B_4","T5","Sheet1",600,2.026,"l-asparagine","34","without_community","wt-3"
"set_1","12","C_3","T4","Sheet1",600,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","A_4","T5","Sheet1",600,0.745,"l-arginine","34","without_community","wt-3"
"set_1","12","G_2","T6","Sheet1",600,0.068,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","A_1","T6","Sheet1",590,0.06,"water","34","without_community","wt-3"
"set_1","12","C_2","T4","Sheet1",590,0.056,"i-erythritol","34","without_community","wt-3"
"set_1","12","H_3","T5","Sheet1",600,0.122,"d-malic-acid","34","without_community","wt-3"
"set_1","12","G_3","T4","Sheet1",590,0.122,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","C_2","T4","Sheet1",600,0.055,"i-erythritol","34","without_community","wt-3"
"set_1","12","B_3","T5","Sheet1",590,2.202,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","B_3","T6","Sheet1",600,2.239,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","H_2","T2","Sheet1",600,0.34,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","G_1","T5","Sheet1",600,0.119,"d-cellobiose","34","without_community","wt-3"
"set_1","12","D_3","T6","Sheet1",590,0.994,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","G_4","T4","Sheet1",590,0.054,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","A_3","T5","Sheet1",600,1.167,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","H_4","T3","Sheet1",600,0.102,"putrescine","34","without_community","wt-3"
"set_1","12","E_1","T4","Sheet1",600,0.115,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","C_3","T3","Sheet1",600,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","B_2","T6","Sheet1",590,0.685,"d-xylose","34","without_community","wt-3"
"set_1","12","H_1","T5","Sheet1",600,0.062,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","E_4","T2","Sheet1",600,0.064,"l-threonine","34","without_community","wt-3"
"set_1","12","C_4","T2","Sheet1",600,0.064,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","E_3","T5","Sheet1",590,1.238,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","D_4","T2","Sheet1",600,0.317,"l-serine","34","without_community","wt-3"
"set_1","12","A_3","T5","Sheet1",590,1.21,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","F_3","T5","Sheet1",590,0.77,"itaconic acid","34","without_community","wt-3"
"set_1","12","A_4","T4","Sheet1",600,0.74,"l-arginine","34","without_community","wt-3"
"set_1","12","F_4","T6","Sheet1",600,0.505,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","D_1","T2","Sheet1",600,0.152,"tween 80","34","without_community","wt-3"
"set_1","12","G_2","T3","Sheet1",600,0.075,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","F_1","T5","Sheet1",590,0.094,"glycogen","34","without_community","wt-3"
"set_1","12","G_2","T2","Sheet1",600,0.078,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","E_2","T6","Sheet1",590,0.763,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","E_4","T6","Sheet1",590,0.059,"l-threonine","34","without_community","wt-3"
"set_1","12","G_3","T4","Sheet1",600,0.12,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","C_4","T5","Sheet1",600,0.06,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","C_2","T3","Sheet1",600,0.054,"i-erythritol","34","without_community","wt-3"
"set_1","12","A_1","T5","Sheet1",590,0.06,"water","34","without_community","wt-3"
"set_1","12","F_1","T4","Sheet1",590,0.096,"glycogen","34","without_community","wt-3"
"set_1","12","D_4","T5","Sheet1",590,0.952,"l-serine","34","without_community","wt-3"
"set_1","12","A_4","T1","Sheet1",600,0.067,"l-arginine","34","without_community","wt-3"
"set_1","12","F_2","T3","Sheet1",600,0.439,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","H_2","T6","Sheet1",590,0.447,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","F_1","T1","Sheet1",600,0.102,"glycogen","34","without_community","wt-3"
"set_1","12","E_3","T4","Sheet1",600,1.076,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","H_4","T6","Sheet1",600,0.57,"putrescine","34","without_community","wt-3"
"set_1","12","H_2","T5","Sheet1",590,0.497,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","B_2","T3","Sheet1",600,0.253,"d-xylose","34","without_community","wt-3"
"set_1","12","C_4","T3","Sheet1",600,0.065,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","B_2","T5","Sheet1",600,0.444,"d-xylose","34","without_community","wt-3"
"set_1","12","F_1","T5","Sheet1",600,0.092,"glycogen","34","without_community","wt-3"
"set_1","12","D_1","T1","Sheet1",600,0.077,"tween 80","34","without_community","wt-3"
"set_1","12","F_4","T3","Sheet1",600,0.094,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","D_4","T5","Sheet1",600,0.909,"l-serine","34","without_community","wt-3"
"set_1","12","D_1","T6","Sheet1",600,0.206,"tween 80","34","without_community","wt-3"
"set_1","12","B_1","T5","Sheet1",600,0.82,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","G_2","T5","Sheet1",600,0.072,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","D_4","T3","Sheet1",600,0.366,"l-serine","34","without_community","wt-3"
"set_1","12","A_4","T6","Sheet1",600,0.908,"l-arginine","34","without_community","wt-3"
"set_1","12","H_1","T6","Sheet1",600,0.056,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","F_2","T2","Sheet1",600,0.299,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","F_3","T4","Sheet1",590,0.726,"itaconic acid","34","without_community","wt-3"
"set_1","12","E_2","T1","Sheet1",600,0.17,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","C_1","T1","Sheet1",600,0.068,"tween 40","34","without_community","wt-3"
"set_1","12","D_1","T3","Sheet1",600,0.167,"tween 80","34","without_community","wt-3"
"set_1","12","G_1","T5","Sheet1",590,0.121,"d-cellobiose","34","without_community","wt-3"
"set_1","12","D_4","T6","Sheet1",590,1.55,"l-serine","34","without_community","wt-3"
"set_1","12","F_3","T1","Sheet1",600,0.055,"itaconic acid","34","without_community","wt-3"
"set_1","12","E_2","T2","Sheet1",600,0.207,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","B_2","T2","Sheet1",600,0.177,"d-xylose","34","without_community","wt-3"
"set_1","12","D_4","T6","Sheet1",600,1.279,"l-serine","34","without_community","wt-3"
"set_1","12","A_2","T3","Sheet1",600,0.061,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","H_4","T5","Sheet1",590,0.44,"putrescine","34","without_community","wt-3"
"set_1","12","A_3","T4","Sheet1",600,1.259,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","H_3","T2","Sheet1",600,0.07,"d-malic-acid","34","without_community","wt-3"
"set_1","12","A_1","T5","Sheet1",600,0.06,"water","34","without_community","wt-3"
"set_1","12","G_2","T6","Sheet1",590,0.07,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","E_2","T4","Sheet1",600,0.499,"n-acetyl-d-glucosamine","34","without_community","wt-3"
"set_1","12","B_3","T5","Sheet1",600,2.105,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","H_4","T5","Sheet1",600,0.42,"putrescine","34","without_community","wt-3"
"set_1","12","B_4","T4","Sheet1",590,1.978,"l-asparagine","34","without_community","wt-3"
"set_1","12","D_1","T6","Sheet1",590,0.218,"tween 80","34","without_community","wt-3"
"set_1","12","B_1","T2","Sheet1",600,0.308,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","H_1","T4","Sheet1",590,0.069,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","A_1","T3","Sheet1",600,0.058,"water","34","without_community","wt-3"
"set_1","12","F_2","T4","Sheet1",600,0.71,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","F_4","T1","Sheet1",600,0.061,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","H_3","T5","Sheet1",590,0.125,"d-malic-acid","34","without_community","wt-3"
"set_1","12","D_2","T3","Sheet1",600,0.777,"d-mannitol","34","without_community","wt-3"
"set_1","12","A_4","T5","Sheet1",590,0.766,"l-arginine","34","without_community","wt-3"
"set_1","12","F_3","T3","Sheet1",600,0.417,"itaconic acid","34","without_community","wt-3"
"set_1","12","C_4","T5","Sheet1",590,0.062,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","B_4","T3","Sheet1",600,1.36,"l-asparagine","34","without_community","wt-3"
"set_1","12","G_3","T5","Sheet1",600,0.116,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","C_1","T3","Sheet1",600,0.105,"tween 40","34","without_community","wt-3"
"set_1","12","H_4","T6","Sheet1",590,0.598,"putrescine","34","without_community","wt-3"
"set_1","12","A_3","T6","Sheet1",600,1.373,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","A_2","T1","Sheet1",600,0.072,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","H_1","T1","Sheet1",600,0.071,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","E_3","T6","Sheet1",600,1.7,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","F_2","T5","Sheet1",600,0.768,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","B_1","T4","Sheet1",600,0.784,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","G_4","T3","Sheet1",600,0.053,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","E_4","T5","Sheet1",590,0.066,"l-threonine","34","without_community","wt-3"
"set_1","12","A_1","T4","Sheet1",590,0.06,"water","34","without_community","wt-3"
"set_1","12","H_3","T3","Sheet1",600,0.079,"d-malic-acid","34","without_community","wt-3"
"set_1","12","D_4","T4","Sheet1",590,0.824,"l-serine","34","without_community","wt-3"
"set_1","12","B_4","T1","Sheet1",600,0.076,"l-asparagine","34","without_community","wt-3"
"set_1","12","D_2","T1","Sheet1",600,0.067,"d-mannitol","34","without_community","wt-3"
"set_1","12","F_2","T6","Sheet1",590,1.018,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","D_3","T1","Sheet1",600,0.057,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","E_4","T3","Sheet1",600,0.064,"l-threonine","34","without_community","wt-3"
"set_1","12","D_2","T4","Sheet1",600,0.945,"d-mannitol","34","without_community","wt-3"
"set_1","12","B_3","T4","Sheet1",590,2.032,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","C_3","T5","Sheet1",590,0.041,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","H_4","T1","Sheet1",600,0.061,"putrescine","34","without_community","wt-3"
"set_1","12","C_1","T4","Sheet1",590,0.115,"tween 40","34","without_community","wt-3"
"set_1","12","A_1","T6","Sheet1",600,0.06,"water","34","without_community","wt-3"
"set_1","12","D_4","T1","Sheet1",600,0.062,"l-serine","34","without_community","wt-3"
"set_1","12","C_2","T2","Sheet1",600,0.055,"i-erythritol","34","without_community","wt-3"
"set_1","12","F_4","T5","Sheet1",600,0.273,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","E_4","T5","Sheet1",600,0.065,"l-threonine","34","without_community","wt-3"
"set_1","12","G_1","T3","Sheet1",600,0.132,"d-cellobiose","34","without_community","wt-3"
"set_1","12","A_3","T2","Sheet1",600,0.601,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","G_3","T2","Sheet1",600,0.133,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","A_2","T6","Sheet1",600,0.055,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","A_1","T2","Sheet1",600,0.062,"water","34","without_community","wt-3"
"set_1","12","A_2","T5","Sheet1",600,0.056,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","F_2","T6","Sheet1",600,1.001,"d-glucosaminic acid","34","without_community","wt-3"
"set_1","12","F_3","T5","Sheet1",600,0.737,"itaconic acid","34","without_community","wt-3"
"set_1","12","B_3","T1","Sheet1",600,0.062,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","E_3","T3","Sheet1",600,0.55,"gamma-amino butyric acid","34","without_community","wt-3"
"set_1","12","C_3","T6","Sheet1",590,0.042,"2-hydroxy benzoic acis","34","without_community","wt-3"
"set_1","12","D_1","T4","Sheet1",600,0.188,"tween 80","34","without_community","wt-3"
"set_1","12","C_2","T5","Sheet1",590,0.052,"i-erythritol","34","without_community","wt-3"
"set_1","12","D_2","T4","Sheet1",590,1.013,"d-mannitol","34","without_community","wt-3"
"set_1","12","B_2","T1","Sheet1",600,0.07,"d-xylose","34","without_community","wt-3"
"set_1","12","G_3","T3","Sheet1",600,0.12,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","F_4","T6","Sheet1",590,0.502,"glycyl-l-glutamic acid","34","without_community","wt-3"
"set_1","12","B_2","T4","Sheet1",600,0.459,"d-xylose","34","without_community","wt-3"
"set_1","12","C_1","T5","Sheet1",600,0.111,"tween 40","34","without_community","wt-3"
"set_1","12","H_1","T5","Sheet1",590,0.062,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","C_4","T6","Sheet1",600,0.051,"l-phenylalanine","34","without_community","wt-3"
"set_1","12","E_1","T5","Sheet1",600,0.103,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","G_2","T4","Sheet1",600,0.075,"glucose-1-phosphate","34","without_community","wt-3"
"set_1","12","B_3","T3","Sheet1",600,1.411,"d-galacturonic acid","34","without_community","wt-3"
"set_1","12","G_4","T2","Sheet1",600,0.054,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","G_3","T1","Sheet1",600,0.142,"alpha-keto butyric acid","34","without_community","wt-3"
"set_1","12","B_2","T5","Sheet1",590,0.464,"d-xylose","34","without_community","wt-3"
"set_1","12","D_3","T4","Sheet1",600,0.686,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","C_2","T5","Sheet1",600,0.052,"i-erythritol","34","without_community","wt-3"
"set_1","12","G_1","T2","Sheet1",600,0.154,"d-cellobiose","34","without_community","wt-3"
"set_1","12","B_1","T3","Sheet1",600,0.431,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","B_4","T6","Sheet1",590,2.346,"l-asparagine","34","without_community","wt-3"
"set_1","12","H_2","T4","Sheet1",590,0.496,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
"set_1","12","H_2","T3","Sheet1",600,0.391,"dml-alpha-glycerol phosphate","34","without_community","wt-3"
