"set","plate","well","tp","sheet","od_wave","od","substrate","sample","evolved","population"
"set_2","14","D_5","T6","Sheet1",590,0.172,"tween 80","41","without_community","wt-5"
"set_2","14","H_5","T4","Sheet1",590,0.062,"alpha-d-lactose","41","without_community","wt-5"
"set_2","14","F_5","T5","Sheet1",590,0.088,"glycogen","41","without_community","wt-5"
"set_2","14","A_5","T4","Sheet1",600,0.057,"water","41","without_community","wt-5"
"set_2","14","C_8","T4","Sheet1",600,0.049,"l-phenylalanine","41","without_community","wt-5"
"set_2","14","D_8","T6","Sheet1",590,1.48,"l-serine","41","without_community","wt-5"
"set_2","14","B_8","T6","Sheet1",600,2.131,"l-asparagine","41","without_community","wt-5"
"set_2","14","E_5","T3","Sheet1",600,0.058,"alpha-cyclodextrin","41","without_community","wt-5"
"set_2","14","H_7","T5","Sheet1",600,0.107,"d-malic-acid","41","without_community","wt-5"
"set_2","14","F_6","T4","Sheet1",600,0.644,"d-glucosaminic acid","41","without_community","wt-5"
"set_2","14","G_8","T2","Sheet1",600,0.067,"phenylethyl-amine","41","without_community","wt-5"
"set_2","14","F_7","T1","Sheet1",600,0.045,"itaconic acid","41","without_community","wt-5"
"set_2","14","E_6","T2","Sheet1",600,0.13,"n-acetyl-d-glucosamine","41","without_community","wt-5"
"set_2","14","A_7","T5","Sheet1",590,1.234,"d-galactonic cis-gamma-lactone","41","without_community","wt-5"
"set_2","14","C_5","T1","Sheet1",600,0.075,"tween 40","41","without_community","wt-5"
"set_2","14","F_6","T2","Sheet1",600,0.178,"d-glucosaminic acid","41","without_community","wt-5"
"set_2","14","D_5","T4","Sheet1",590,0.163,"tween 80","41","without_community","wt-5"
"set_2","14","B_7","T5","Sheet1",590,2.437,"d-galacturonic acid","41","without_community","wt-5"
"set_2","14","F_7","T4","Sheet1",600,0.567,"itaconic acid","41","without_community","wt-5"
"set_2","14","A_7","T4","Sheet1",600,1.168,"d-galactonic cis-gamma-lactone","41","without_community","wt-5"
"set_2","14","F_7","T3","Sheet1",600,0.113,"itaconic acid","41","without_community","wt-5"
"set_2","14","E_7","T6","Sheet1",600,1.341,"gamma-amino butyric acid","41","without_community","wt-5"
"set_2","14","G_6","T4","Sheet1",590,0.054,"glucose-1-phosphate","41","without_community","wt-5"
"set_2","14","D_6","T4","Sheet1",600,1.108,"d-mannitol","41","without_community","wt-5"
"set_2","14","C_7","T2","Sheet1",600,0.047,"2-hydroxy benzoic acis","41","without_community","wt-5"
"set_2","14","A_5","T6","Sheet1",590,0.049,"water","41","without_community","wt-5"
"set_2","14","H_6","T3","Sheet1",600,0.369,"dml-alpha-glycerol phosphate","41","without_community","wt-5"
"set_2","14","E_8","T5","Sheet1",600,0.075,"l-threonine","41","without_community","wt-5"
"set_2","14","G_7","T5","Sheet1",590,0.047,"alpha-keto butyric acid","41","without_community","wt-5"
"set_2","14","H_5","T6","Sheet1",600,0.054,"alpha-d-lactose","41","without_community","wt-5"
"set_2","14","E_5","T5","Sheet1",590,0.06,"alpha-cyclodextrin","41","without_community","wt-5"
"set_2","14","D_5","T1","Sheet1",600,0.065,"tween 80","41","without_community","wt-5"
"set_2","14","E_5","T2","Sheet1",600,0.058,"alpha-cyclodextrin","41","without_community","wt-5"
"set_2","14","A_6","T5","Sheet1",590,0.057,"beta-methyl-d-glucoside","41","without_community","wt-5"
"set_2","14","G_6","T1","Sheet1",600,0.047,"glucose-1-phosphate","41","without_community","wt-5"
"set_2","14","C_8","T3","Sheet1",600,0.053,"l-phenylalanine","41","without_community","wt-5"
"set_2","14","B_6","T1","Sheet1",600,0.063,"d-xylose","41","without_community","wt-5"
"set_2","14","G_7","T1","Sheet1",600,0.042,"alpha-keto butyric acid","41","without_community","wt-5"
"set_2","14","E_6","T5","Sheet1",600,0.55,"n-acetyl-d-glucosamine","41","without_community","wt-5"
"set_2","14","H_8","T5","Sheet1",600,0.358,"putrescine","41","without_community","wt-5"
"set_2","14","C_6","T6","Sheet1",600,0.056,"i-erythritol","41","without_community","wt-5"
"set_2","14","C_7","T5","Sheet1",590,0.044,"2-hydroxy benzoic acis","41","without_community","wt-5"
"set_2","15","G_5","T2","Sheet1",600,0.063,"d-cellobiose","44","without_community","wt-5"
"set_2","15","C_5","T2","Sheet1",600,0.098,"tween 40","44","without_community","wt-5"
"set_2","15","E_8","T1","Sheet1",600,0.047,"l-threonine","44","without_community","wt-5"
"set_2","15","A_6","T5","Sheet1",590,0.055,"beta-methyl-d-glucoside","44","without_community","wt-5"
"set_2","15","A_5","T5","Sheet1",600,0.056,"water","44","without_community","wt-5"
"set_2","15","A_7","T6","Sheet1",600,1.294,"d-galactonic cis-gamma-lactone","44","without_community","wt-5"
"set_2","15","C_6","T2","Sheet1",600,0.058,"i-erythritol","44","without_community","wt-5"
"set_2","15","B_7","T1","Sheet1",600,0.054,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","C_6","T1","Sheet1",600,0.052,"i-erythritol","44","without_community","wt-5"
"set_2","15","D_7","T6","Sheet1",590,0.961,"4-hydroxy benzoic acid","44","without_community","wt-5"
"set_2","15","H_7","T4","Sheet1",600,0.102,"d-malic-acid","44","without_community","wt-5"
"set_2","15","C_8","T4","Sheet1",590,0.061,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","B_7","T4","Sheet1",600,2.066,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","G_6","T5","Sheet1",600,0.06,"glucose-1-phosphate","44","without_community","wt-5"
"set_2","15","D_8","T5","Sheet1",600,1.014,"l-serine","44","without_community","wt-5"
"set_2","15","C_6","T5","Sheet1",600,0.059,"i-erythritol","44","without_community","wt-5"
"set_2","15","C_6","T5","Sheet1",590,0.06,"i-erythritol","44","without_community","wt-5"
"set_2","15","H_7","T6","Sheet1",600,0.097,"d-malic-acid","44","without_community","wt-5"
"set_2","15","F_5","T1","Sheet1",600,0.068,"glycogen","44","without_community","wt-5"
"set_2","15","B_5","T2","Sheet1",600,0.295,"pyruvic acid methyl ester","44","without_community","wt-5"
"set_2","15","F_6","T3","Sheet1",600,0.394,"d-glucosaminic acid","44","without_community","wt-5"
"set_2","15","G_5","T1","Sheet1",600,0.05,"d-cellobiose","44","without_community","wt-5"
"set_2","15","A_6","T2","Sheet1",600,0.055,"beta-methyl-d-glucoside","44","without_community","wt-5"
"set_2","15","D_8","T6","Sheet1",590,1.612,"l-serine","44","without_community","wt-5"
"set_2","15","F_5","T4","Sheet1",600,0.09,"glycogen","44","without_community","wt-5"
"set_2","15","B_7","T2","Sheet1",600,0.916,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","A_5","T6","Sheet1",600,0.049,"water","44","without_community","wt-5"
"set_2","15","C_5","T1","Sheet1",600,0.061,"tween 40","44","without_community","wt-5"
"set_2","15","C_7","T6","Sheet1",590,0.044,"2-hydroxy benzoic acis","44","without_community","wt-5"
"set_2","15","A_8","T5","Sheet1",590,0.793,"l-arginine","44","without_community","wt-5"
"set_2","15","B_5","T5","Sheet1",590,0.85,"pyruvic acid methyl ester","44","without_community","wt-5"
"set_2","15","D_5","T6","Sheet1",600,0.169,"tween 80","44","without_community","wt-5"
"set_2","15","C_6","T4","Sheet1",590,0.06,"i-erythritol","44","without_community","wt-5"
"set_2","15","D_7","T5","Sheet1",600,0.767,"4-hydroxy benzoic acid","44","without_community","wt-5"
"set_2","15","C_8","T5","Sheet1",590,0.061,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","A_8","T4","Sheet1",590,0.694,"l-arginine","44","without_community","wt-5"
"set_2","15","A_7","T4","Sheet1",600,1.227,"d-galactonic cis-gamma-lactone","44","without_community","wt-5"
"set_2","15","E_5","T4","Sheet1",590,0.061,"alpha-cyclodextrin","44","without_community","wt-5"
"set_2","15","A_6","T3","Sheet1",600,0.055,"beta-methyl-d-glucoside","44","without_community","wt-5"
"set_2","15","G_7","T2","Sheet1",600,0.047,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","H_5","T2","Sheet1",600,0.06,"alpha-d-lactose","44","without_community","wt-5"
"set_2","15","G_5","T3","Sheet1",600,0.064,"d-cellobiose","44","without_community","wt-5"
"set_2","15","B_8","T5","Sheet1",590,2.003,"l-asparagine","44","without_community","wt-5"
"set_2","15","G_6","T1","Sheet1",600,0.052,"glucose-1-phosphate","44","without_community","wt-5"
"set_2","15","A_7","T1","Sheet1",600,0.058,"d-galactonic cis-gamma-lactone","44","without_community","wt-5"
"set_2","15","E_5","T5","Sheet1",600,0.058,"alpha-cyclodextrin","44","without_community","wt-5"
"set_2","15","C_6","T4","Sheet1",600,0.06,"i-erythritol","44","without_community","wt-5"
"set_2","15","G_7","T6","Sheet1",600,0.046,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","D_6","T4","Sheet1",590,1.083,"d-mannitol","44","without_community","wt-5"
"set_2","15","D_8","T5","Sheet1",590,1.05,"l-serine","44","without_community","wt-5"
"set_2","15","C_7","T4","Sheet1",590,0.043,"2-hydroxy benzoic acis","44","without_community","wt-5"
"set_2","15","F_8","T1","Sheet1",600,0.05,"glycyl-l-glutamic acid","44","without_community","wt-5"
"set_2","15","H_6","T2","Sheet1",600,0.296,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","H_8","T2","Sheet1",600,0.07,"putrescine","44","without_community","wt-5"
"set_2","15","C_7","T5","Sheet1",600,0.044,"2-hydroxy benzoic acis","44","without_community","wt-5"
"set_2","15","G_7","T3","Sheet1",600,0.047,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","A_6","T6","Sheet1",590,0.05,"beta-methyl-d-glucoside","44","without_community","wt-5"
"set_2","15","B_8","T3","Sheet1",600,1.263,"l-asparagine","44","without_community","wt-5"
"set_2","15","A_8","T4","Sheet1",600,0.686,"l-arginine","44","without_community","wt-5"
"set_2","15","C_6","T6","Sheet1",590,0.061,"i-erythritol","44","without_community","wt-5"
"set_2","15","A_6","T4","Sheet1",590,0.057,"beta-methyl-d-glucoside","44","without_community","wt-5"
"set_2","15","F_8","T2","Sheet1",600,0.076,"glycyl-l-glutamic acid","44","without_community","wt-5"
"set_2","15","A_5","T4","Sheet1",600,0.056,"water","44","without_community","wt-5"
"set_2","15","C_8","T6","Sheet1",600,0.05,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","H_5","T1","Sheet1",600,0.055,"alpha-d-lactose","44","without_community","wt-5"
"set_2","15","H_5","T4","Sheet1",600,0.064,"alpha-d-lactose","44","without_community","wt-5"
"set_2","15","E_8","T4","Sheet1",590,0.067,"l-threonine","44","without_community","wt-5"
"set_2","15","C_5","T5","Sheet1",590,0.109,"tween 40","44","without_community","wt-5"
"set_2","15","F_5","T6","Sheet1",600,0.087,"glycogen","44","without_community","wt-5"
"set_2","15","B_7","T6","Sheet1",590,2.458,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","A_8","T6","Sheet1",590,1.059,"l-arginine","44","without_community","wt-5"
"set_2","15","H_6","T3","Sheet1",600,0.324,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","H_6","T6","Sheet1",590,0.3,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","C_6","T6","Sheet1",600,0.06,"i-erythritol","44","without_community","wt-5"
"set_2","15","B_5","T6","Sheet1",600,1.095,"pyruvic acid methyl ester","44","without_community","wt-5"
"set_2","15","H_6","T6","Sheet1",600,0.297,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","F_6","T1","Sheet1",600,0.049,"d-glucosaminic acid","44","without_community","wt-5"
"set_2","15","D_8","T4","Sheet1",600,0.886,"l-serine","44","without_community","wt-5"
"set_2","15","G_7","T5","Sheet1",590,0.048,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","E_6","T6","Sheet1",600,0.763,"n-acetyl-d-glucosamine","44","without_community","wt-5"
"set_2","15","F_8","T3","Sheet1",600,0.089,"glycyl-l-glutamic acid","44","without_community","wt-5"
"set_2","15","C_8","T3","Sheet1",600,0.061,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","B_6","T6","Sheet1",600,0.766,"d-xylose","44","without_community","wt-5"
"set_2","15","H_6","T5","Sheet1",600,0.342,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","F_6","T5","Sheet1",600,0.779,"d-glucosaminic acid","44","without_community","wt-5"
"set_2","15","D_8","T4","Sheet1",590,0.908,"l-serine","44","without_community","wt-5"
"set_2","15","E_5","T6","Sheet1",590,0.053,"alpha-cyclodextrin","44","without_community","wt-5"
"set_2","15","B_6","T2","Sheet1",600,0.166,"d-xylose","44","without_community","wt-5"
"set_2","15","D_8","T2","Sheet1",600,0.138,"l-serine","44","without_community","wt-5"
"set_2","15","C_5","T4","Sheet1",600,0.105,"tween 40","44","without_community","wt-5"
"set_2","15","G_7","T4","Sheet1",590,0.047,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","G_7","T4","Sheet1",600,0.047,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","H_5","T6","Sheet1",600,0.058,"alpha-d-lactose","44","without_community","wt-5"
"set_2","15","B_5","T4","Sheet1",590,0.87,"pyruvic acid methyl ester","44","without_community","wt-5"
"set_2","15","G_8","T6","Sheet1",590,0.055,"phenylethyl-amine","44","without_community","wt-5"
"set_2","15","C_8","T1","Sheet1",600,0.048,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","B_5","T1","Sheet1",600,0.055,"pyruvic acid methyl ester","44","without_community","wt-5"
"set_2","15","H_8","T3","Sheet1",600,0.085,"putrescine","44","without_community","wt-5"
"set_2","15","D_6","T5","Sheet1",590,1.266,"d-mannitol","44","without_community","wt-5"
"set_2","15","F_6","T5","Sheet1",590,0.792,"d-glucosaminic acid","44","without_community","wt-5"
"set_2","15","C_7","T4","Sheet1",600,0.044,"2-hydroxy benzoic acis","44","without_community","wt-5"
"set_2","15","E_8","T6","Sheet1",590,0.06,"l-threonine","44","without_community","wt-5"
"set_2","15","B_7","T5","Sheet1",600,2.175,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","A_8","T2","Sheet1",600,0.18,"l-arginine","44","without_community","wt-5"
"set_2","15","E_7","T3","Sheet1",600,0.639,"gamma-amino butyric acid","44","without_community","wt-5"
"set_2","15","F_7","T5","Sheet1",600,0.691,"itaconic acid","44","without_community","wt-5"
"set_2","15","B_7","T5","Sheet1",590,2.482,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","H_5","T3","Sheet1",600,0.06,"alpha-d-lactose","44","without_community","wt-5"
"set_2","15","C_7","T5","Sheet1",590,0.043,"2-hydroxy benzoic acis","44","without_community","wt-5"
"set_2","15","F_6","T4","Sheet1",600,0.703,"d-glucosaminic acid","44","without_community","wt-5"
"set_2","15","F_6","T6","Sheet1",600,1.034,"d-glucosaminic acid","44","without_community","wt-5"
"set_2","15","C_7","T2","Sheet1",600,0.045,"2-hydroxy benzoic acis","44","without_community","wt-5"
"set_2","15","E_6","T4","Sheet1",590,0.615,"n-acetyl-d-glucosamine","44","without_community","wt-5"
"set_2","15","A_8","T6","Sheet1",600,1.03,"l-arginine","44","without_community","wt-5"
"set_2","15","H_8","T4","Sheet1",590,0.358,"putrescine","44","without_community","wt-5"
"set_2","15","A_6","T1","Sheet1",600,0.051,"beta-methyl-d-glucoside","44","without_community","wt-5"
"set_2","15","G_5","T6","Sheet1",600,0.054,"d-cellobiose","44","without_community","wt-5"
"set_2","15","C_8","T5","Sheet1",600,0.061,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","F_8","T4","Sheet1",590,0.181,"glycyl-l-glutamic acid","44","without_community","wt-5"
"set_2","15","F_8","T4","Sheet1",600,0.183,"glycyl-l-glutamic acid","44","without_community","wt-5"
"set_2","15","C_8","T2","Sheet1",600,0.061,"l-phenylalanine","44","without_community","wt-5"
"set_2","15","D_6","T6","Sheet1",600,1.698,"d-mannitol","44","without_community","wt-5"
"set_2","15","E_5","T3","Sheet1",600,0.064,"alpha-cyclodextrin","44","without_community","wt-5"
"set_2","15","G_5","T4","Sheet1",600,0.065,"d-cellobiose","44","without_community","wt-5"
"set_2","15","E_8","T4","Sheet1",600,0.066,"l-threonine","44","without_community","wt-5"
"set_2","15","B_7","T6","Sheet1",600,2.198,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","D_5","T4","Sheet1",590,0.17,"tween 80","44","without_community","wt-5"
"set_2","15","H_6","T4","Sheet1",600,0.342,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","C_5","T6","Sheet1",600,0.108,"tween 40","44","without_community","wt-5"
"set_2","15","B_7","T4","Sheet1",590,2.369,"d-galacturonic acid","44","without_community","wt-5"
"set_2","15","G_5","T5","Sheet1",600,0.068,"d-cellobiose","44","without_community","wt-5"
"set_2","15","G_7","T1","Sheet1",600,0.043,"alpha-keto butyric acid","44","without_community","wt-5"
"set_2","15","E_8","T5","Sheet1",600,0.067,"l-threonine","44","without_community","wt-5"
"set_2","15","A_5","T5","Sheet1",590,0.056,"water","44","without_community","wt-5"
"set_2","15","E_7","T4","Sheet1",590,1.02,"gamma-amino butyric acid","44","without_community","wt-5"
"set_2","15","D_7","T1","Sheet1",600,0.045,"4-hydroxy benzoic acid","44","without_community","wt-5"
"set_2","15","F_5","T6","Sheet1",590,0.089,"glycogen","44","without_community","wt-5"
"set_2","15","E_5","T4","Sheet1",600,0.06,"alpha-cyclodextrin","44","without_community","wt-5"
"set_2","15","H_6","T4","Sheet1",590,0.35,"dml-alpha-glycerol phosphate","44","without_community","wt-5"
"set_2","15","F_5","T2","Sheet1",600,0.091,"glycogen","44","without_community","wt-5"
